Time,Clusters,BTC,USD,Netflow_Bytes,Port,label
18,1,6,1,3111,5066,0
16,1,6,1,3132,5066,0
21,1,6,1,3153,5066,0
19,1,6,1,3174,5066,0
24,1,6,1,3195,5066,0
22,1,6,1,3216,5066,0
27,1,6,1,3237,5066,0
25,1,6,1,3258,5066,0
30,1,6,1,3279,5066,0
28,1,7,1,3300,5066,0
6,1,7,1,3321,5066,0
31,1,7,1,3342,5066,0
9,1,7,1,3363,5066,0
34,1,7,1,3384,5066,0
12,1,7,1,3405,5066,0
37,1,7,1,3426,5066,0
15,1,7,1,3447,5066,0
40,1,7,1,3468,5066,0
18,1,7,1,3489,5066,0
43,1,7,1,3510,5066,0
21,1,7,1,3531,5066,0
46,1,7,1,3552,5066,0
24,1,7,1,3573,5066,0
49,1,7,1,3594,5066,0
27,1,7,1,3615,5066,0
52,1,7,1,3636,5066,0
30,1,7,1,3657,5066,0
55,1,7,1,3678,5066,0
33,1,7,1,3699,5066,0
58,1,7,1,3720,5066,0
5,1,7,1,3741,5066,0
59,1,7,1,3762,5066,0
50,1,7,1,3783,5066,0
41,1,7,1,3804,5066,0
32,1,7,1,3825,5066,0
23,1,7,1,3846,5066,0
14,1,7,1,3867,5066,0
5,1,7,1,3888,5066,0
8,1,7,1,3909,5066,0
11,1,7,1,3930,5066,0
14,1,7,1,3951,5066,0
17,1,7,1,3972,5066,0
20,1,7,1,3993,5066,0
7,1,7,1,4014,5066,0
10,1,7,1,4035,5066,0
13,1,7,1,4056,5066,0
16,1,7,1,4077,5066,0
19,1,7,1,4098,5066,0
22,1,7,1,4119,5066,0
25,1,7,1,4140,5066,0
28,1,7,1,4161,5066,0
31,1,7,1,4182,5066,0
34,1,7,1,4203,5066,0
37,1,7,1,4224,5066,0
40,1,7,1,4245,5066,0
0,1,7,1,4266,5066,0
3,1,7,1,4287,5066,0
6,1,7,1,4308,5066,0
9,1,7,1,4329,5066,0
12,1,7,1,4350,5066,0
15,1,7,1,4371,5066,0
18,1,7,1,4392,5066,0
21,1,7,1,4413,5066,0
24,1,7,1,4434,5066,0
27,1,7,1,4455,5066,0
30,1,7,1,4476,5066,0
26,1,7,1,4497,5066,0
22,1,7,1,4518,5066,0
18,1,7,1,4539,5066,0
14,1,7,1,4560,5066,0
10,1,7,1,4581,5066,0
6,1,7,1,4602,5066,0
2,1,7,1,4623,5066,0
1,1,7,1,4644,5066,0
5,1,7,1,4665,5066,0
4,1,7,1,4686,5066,0
8,1,7,1,4707,5066,0
7,1,7,1,4728,5066,0
11,1,15,1,4749,5066,0
10,1,15,1,4770,5066,0
14,1,15,1,4791,5066,0
13,1,15,1,4812,5066,0
17,1,15,1,4833,5066,0
16,1,15,1,4854,5066,0
20,1,15,1,4875,5066,0
19,1,15,1,4896,5066,0
23,1,15,1,4917,5066,0
22,1,15,1,4938,5066,0
26,1,15,1,4959,5066,0
25,1,15,1,4980,5066,0
29,1,15,1,5001,5066,0
28,1,15,1,5022,5066,0
32,1,15,1,5043,5066,0
31,1,15,1,5064,5066,0
35,1,15,1,5085,5066,0
34,1,15,1,5106,5061,0
38,1,15,1,5127,5061,0
37,1,15,1,5148,5061,0
41,1,15,1,5169,5061,0
40,1,15,1,5190,5061,0
44,1,13,18454,5211,5061,0
43,1,13,18454,21,5066,0
47,1,13,18454,26,5066,0
46,1,13,18454,31,5066,0
50,1,13,18454,36,5066,0
49,1,13,18454,41,5066,0
1,1,13,18454,46,5066,0
52,1,13,18454,51,5066,0
4,1,13,18454,56,5066,0
55,1,13,18454,61,5066,0
7,1,13,18454,66,5066,0
58,1,13,18454,71,5066,0
10,1,13,18454,76,5066,0
61,1,13,18454,81,5066,0
13,1,13,18454,86,5066,0
4,1,13,18454,91,5066,0
7,1,13,18454,96,5066,0
10,1,13,18454,101,5066,0
13,1,13,18454,106,5066,0
16,1,13,18454,111,5066,0
19,1,13,18454,116,5066,0
22,1,13,18454,121,5066,0
25,1,13,18454,126,5066,0
28,1,13,18454,131,5066,0
31,1,13,18454,136,5066,0
34,1,13,18454,141,5066,0
37,1,13,18454,146,5066,0
40,1,13,18454,151,5066,0
43,1,13,18454,156,5066,0
46,1,13,18454,161,5066,0
49,1,13,18454,166,5066,0
6,1,13,18454,171,5066,0
9,1,13,18454,176,5066,0
12,1,13,18454,181,5066,0
1,1,13,18454,186,5066,0
4,1,13,18454,191,5066,0
7,1,13,18454,196,5066,0
10,1,13,18454,201,5066,0
13,1,13,18454,206,5066,0
16,1,13,18454,211,5066,0
19,1,13,18454,216,5066,0
22,1,13,18454,221,5066,0
25,1,13,18454,226,5066,0
28,1,13,18454,231,5066,0
31,1,13,18454,236,5066,0
34,1,13,18454,241,5066,0
37,1,13,18454,246,5061,0
40,1,13,18454,251,5061,0
43,1,13,18454,256,5061,0
46,1,13,18454,261,5061,0
49,1,13,18454,266,5061,0
52,1,13,18454,271,5061,0
55,1,13,18454,276,5061,0
58,1,13,18454,281,5061,0
1,1,13,18454,286,5061,0
51,1,13,18454,291,5061,0
7,1,13,18454,296,5061,0
44,1,13,18454,301,5061,0
1,1,13,18454,306,5061,0
37,1,13,18454,311,5061,0
9,1,13,18454,316,5061,0
30,1,13,18454,321,5061,0
32,1,13,18454,326,5061,0
28,1,13,18454,331,5061,0
24,1,13,18454,336,5061,0
20,1,13,18454,341,5061,0
1,1,13,18454,346,5061,0
23,1,13,18454,351,5061,0
4,1,13,18454,356,5061,0
26,1,13,18454,361,5061,0
7,1,13,18454,366,5061,0
29,1,13,18454,371,5061,0
10,1,13,18454,376,5061,0
32,1,13,18454,381,5061,0
13,1,13,18454,386,5061,0
35,1,13,18454,391,5061,0
16,1,13,18454,396,5061,0
38,1,13,18454,401,5061,0
19,1,13,18454,406,5061,0
41,1,13,18454,411,5061,0
22,1,13,18454,416,5061,0
44,1,13,18454,421,5061,0
25,1,13,18454,426,5061,0
47,1,13,18454,431,5061,0
28,1,13,18454,436,5061,0
3,1,13,18454,441,5061,0
31,1,13,18454,446,5061,0
6,1,13,18454,451,5061,0
34,1,13,18454,456,5061,0
9,1,13,18454,461,5061,0
37,1,13,18454,466,5061,0
12,1,13,18454,471,5061,0
40,1,13,18454,476,5061,0
1,1,13,18454,481,5061,0
43,1,13,18454,486,5061,0
4,1,13,18454,491,5061,0
46,1,13,18454,496,5061,0
7,1,13,18454,501,5061,0
49,1,13,18454,506,5061,0
1,1,13,18454,511,5061,0
52,1,13,18454,516,5061,0
4,1,13,18454,521,5061,0
55,1,13,18454,526,5061,0
7,1,13,18454,531,5061,0
58,1,13,18454,536,5061,0
10,1,13,18454,541,5061,0
4,1,13,18454,546,5061,0
13,1,13,18454,551,5061,0
2,1,13,18454,556,5061,0
5,1,13,18454,561,5061,0
8,1,13,18454,566,5061,0
11,1,13,18454,571,5061,0
14,1,13,18454,576,5061,0
17,1,13,18454,581,5061,0
20,1,13,18454,586,5061,0
23,1,13,18454,591,5061,0
26,1,13,18454,596,5061,0
29,1,13,18454,601,5061,0
32,1,13,18454,606,5061,0
35,1,13,18454,611,5061,0
38,1,13,18454,616,5061,0
41,1,13,18454,621,5061,0
44,1,13,18454,626,5061,0
47,1,13,18454,631,5061,0
50,1,13,18454,636,5061,0
53,1,13,18454,641,5061,0
56,1,13,18454,646,5061,0
1,1,13,18454,651,5061,0
4,1,13,18454,656,5061,0
7,1,13,18454,661,5061,0
10,1,13,18454,666,5061,0
13,1,13,18454,671,5061,0
16,1,13,18454,676,5061,0
19,1,13,18454,681,5061,0
8,1,13,18454,686,5061,0
11,1,11,18454,691,5061,0
14,1,11,18454,696,5061,0
17,1,11,18454,701,5061,0
20,1,11,18454,706,5061,0
23,1,11,18454,711,5061,0
26,1,11,18454,716,5061,0
29,1,11,18454,721,5061,0
32,1,11,18454,726,5061,0
35,1,11,18454,731,5061,0
38,1,11,18454,736,5061,0
41,1,11,18454,741,5061,0
44,1,11,18454,746,5061,0
1,1,11,18454,751,5061,0
37,1,11,18454,756,5061,0
1,1,11,18454,761,5061,0
30,1,11,18454,766,5061,0
1,1,11,18454,771,5061,0
23,1,11,18454,776,5061,0
9,1,11,18454,781,5061,0
16,1,11,18454,786,5061,0
9,1,11,18454,791,5061,0
50,1,11,18454,796,5061,0
40,1,11,18454,801,5061,0
2,1,11,18454,806,5061,0
20,1,11,18454,811,5061,0
8,1,11,18454,816,5061,0
41,1,11,18454,821,5061,0
5,1,11,18454,826,5061,0
18,1,11,18454,831,5061,0
3,1,11,18454,836,5061,0
9,1,11,18454,841,5061,0
22,1,11,18454,846,5061,0
7,1,11,18454,851,5061,0
13,1,11,18454,856,5061,0
26,1,11,18454,861,5061,0
9,1,11,18454,866,5061,0
17,1,11,18454,871,5061,0
30,1,11,18454,876,5061,0
13,1,11,18454,881,5061,0
21,1,11,18454,886,5061,0
8,1,11,18454,891,5061,0
17,1,11,18454,896,5061,0
25,1,11,18454,901,5061,0
12,1,11,18454,906,5061,0
21,1,11,18454,911,5061,0
29,1,11,18454,916,5061,0
8,1,11,18454,921,5061,0
25,1,11,18454,926,5061,0
33,1,11,18454,931,5061,0
12,1,11,18454,936,5061,0
29,1,11,18454,941,5061,0
3,1,11,18454,946,5061,0
16,1,11,18454,951,5061,0
33,1,11,18454,956,5061,0
7,1,11,18454,961,5061,0
20,1,11,18454,966,5061,0
7,1,11,18454,971,5061,0
11,1,11,18454,976,5061,0
24,1,11,18454,981,5061,0
11,1,11,18454,986,5061,0
15,1,11,18454,991,5061,0
9,1,11,18454,996,5061,0
6,1,11,18454,1001,5061,0
6,1,11,18454,1006,5061,0
6,1,11,18454,1011,5061,0
10,1,11,18454,1016,5061,0
10,1,11,18454,1021,5061,0
10,1,11,18454,1026,5061,0
14,1,11,18454,1031,5061,0
14,1,11,18454,1036,5061,0
12,1,11,18454,1041,5061,0
10,1,11,18454,1046,5061,0
8,1,11,18454,1051,5061,0
6,1,11,18454,1056,5061,0
4,1,11,18454,1061,5061,0
2,1,11,18454,1066,5061,0
0,1,11,18454,1071,5061,0
4,1,11,18454,1076,5061,0
2,1,11,18454,1081,5061,0
6,1,11,18454,1086,5061,0
4,1,11,18454,1091,5061,0
2,1,11,18454,1096,5061,0
1,1,11,18454,1101,5061,0
50,1,11,18454,1106,5061,0
48,1,11,18454,1111,5061,0
46,1,11,18454,1116,5061,0
44,1,11,18454,1121,5061,0
42,1,11,18454,1126,5061,0
40,1,11,18454,1131,5061,0
38,1,11,18454,1136,5061,0
36,1,11,18454,1141,5061,0
34,1,11,18454,1146,5061,0
32,1,11,18454,1151,5061,0
30,1,11,18454,1156,5061,0
28,1,11,18454,1161,5061,0
26,1,11,18454,1166,5061,0
31,1,11,18454,1171,5061,0
36,1,11,18454,1176,5061,0
41,1,11,18454,1181,5061,0
46,1,11,18454,1186,5061,0
51,1,11,18454,1191,5061,0
56,1,11,18454,1196,5061,0
4,1,11,18454,1201,5061,0
9,1,11,18454,1206,5061,0
14,1,11,18454,1211,5061,0
19,1,11,18454,1216,5061,0
24,1,11,18454,1221,5061,0
21,1,11,18454,1226,5061,0
26,1,11,18454,1231,5061,0
7,1,11,18454,1276,5061,0
7,1,11,18454,1281,5061,0
7,1,11,18454,1286,5061,0
20,1,11,18454,1291,5061,0
7,1,11,18454,1296,5061,0
2,1,11,18454,1301,5061,0
1,1,11,18454,1306,5061,0
2,1,11,18454,1311,5061,0
4,1,11,18454,1316,5061,0
5,1,11,18454,1321,5061,0
1,1,11,18454,1326,5061,0
1,1,11,18454,1331,5061,0
10,1,11,18454,1336,5061,0
5,1,11,18454,1341,5061,0
1,1,11,18454,1346,5061,0
1,1,11,18454,1351,5061,0
1,1,11,18454,1356,5061,0
6,1,11,18454,1361,5061,0
1,1,11,18454,1366,5061,0
0,1,11,18454,1371,5061,0
6,1,11,18454,1376,5061,0
1,1,11,18454,1381,5061,0
1,1,11,18454,1386,5061,0
7,1,11,18454,1391,5061,0
2,1,11,18454,1396,5061,0
8,1,11,18454,1401,5061,0
7,1,11,18454,1406,5061,0
2,1,11,18454,1411,5061,0
3,1,11,18454,1416,5061,0
30,1,11,18454,1421,5061,0
25,1,11,18454,1426,5061,0
58,1,11,18454,1431,5061,0
50,1,11,18454,1436,5061,0
42,1,11,18454,1441,5061,0
34,1,11,18454,1446,5061,0
26,1,11,18454,1451,5061,0
18,1,11,18454,1456,5061,0
10,1,11,18454,1461,5061,0
2,1,11,18454,1466,5061,0
10,1,11,18454,1471,5061,0
2,1,11,18454,1476,5061,0
4,1,11,18454,1481,5061,0
9,1,11,18454,1486,5061,0
1,1,11,18454,1491,5061,0
9,1,11,18454,1496,5061,0
1,1,11,18454,1501,5061,0
1,1,11,18454,1506,5061,0
50,1,11,18454,1511,5061,0
42,1,11,18454,1516,5061,0
34,1,11,18454,1521,5061,0
26,1,11,18454,1526,5061,0
18,1,11,18454,1531,5061,0
10,1,11,18454,1536,5061,0
2,1,11,18454,1541,5061,0
6,1,11,18454,1546,5061,0
4,1,11,18454,1551,5061,0
6,1,11,18454,1556,5061,0
9,1,11,18454,1561,5061,0
12,1,11,18454,1566,5061,0
15,1,11,18454,1571,5061,0
18,1,11,18454,1576,5061,0
21,1,11,18454,1581,5061,0
24,1,11,18454,1586,5061,0
2,1,11,18454,1591,5061,0
5,1,11,18454,1596,5061,0
8,1,11,18454,1601,5061,0
11,1,11,18454,1606,5062,0
14,1,11,18454,1611,5062,0
17,1,11,18454,1616,5062,0
20,1,11,18454,1621,5062,0
23,1,11,18454,1626,5062,0
26,1,11,18454,1631,5062,0
29,1,11,18454,1636,5062,0
27,1,11,18454,1641,5062,0
25,1,11,18454,1646,5062,0
23,1,11,18454,1651,5062,0
21,1,11,18454,1656,5062,0
19,1,11,18454,1661,5062,0
17,1,11,18454,1666,5062,0
15,1,11,18454,1671,5062,0
13,1,11,18454,1676,5062,0
11,1,11,18454,1681,5062,0
9,1,11,18454,1686,5062,0
7,1,11,18454,1691,5062,0
5,1,11,18454,1696,5062,0
3,1,11,18454,1701,5062,0
1,1,11,18454,1706,5062,0
6,1,11,18454,1711,5062,0
4,1,11,18454,1716,5062,0
2,1,11,18454,1721,5062,0
0,1,11,18454,1726,5062,0
2,1,11,18454,1731,5062,0
5,1,11,18454,1736,5062,0
3,1,11,18454,1741,5062,0
1,1,11,18454,1746,5062,0
7,1,11,18454,1751,5062,0
5,1,11,18454,1756,5062,0
3,1,11,18454,1761,5062,0
5,1,11,18454,1766,5062,0
7,1,11,18454,1771,5062,0
9,1,11,18454,1776,5062,0
11,1,11,18454,1781,5062,0
13,1,11,18454,1786,5062,0
15,1,11,18454,1791,5062,0
17,1,11,18454,1796,5062,0
19,1,11,18454,1801,5062,0
21,1,11,18454,1806,5062,0
23,1,11,18454,1811,5062,0
25,1,11,18454,1816,5062,0
27,1,11,18454,1821,5062,0
29,1,11,18454,1826,5062,0
31,1,11,18454,1831,5062,0
33,1,11,18454,1836,5062,0
35,1,11,18454,1841,5062,0
37,1,11,18454,1846,5062,0
39,1,11,18454,1851,5062,0
41,1,11,18454,1856,5062,0
43,1,11,18454,1861,5062,0
45,1,11,18454,1866,5062,0
47,1,11,18454,1871,5062,0
49,1,11,18454,1876,5062,0
51,1,11,18454,1881,5062,0
53,1,11,18454,1886,5062,0
55,1,11,18454,1891,5062,0
57,1,11,18454,1896,5062,0
40,1,11,18454,1901,5062,0
37,1,11,18454,1906,5062,0
34,1,11,18454,1911,5062,0
31,1,11,18454,1916,5062,0
28,1,11,18454,1921,5062,0
25,1,11,18454,1926,5062,0
22,1,11,18454,1931,5062,0
19,1,11,18454,1936,5062,0
16,1,11,18454,1941,5062,0
13,1,11,18454,1946,5062,0
10,1,11,18454,1951,5062,0
7,1,11,18454,1956,5062,0
4,1,11,18454,1961,5062,0
1,1,11,18454,1966,5062,0
1,1,11,18454,1971,5062,0
7,1,11,18454,1976,5062,0
4,1,11,18454,1981,5062,0
4,1,11,18454,1986,5062,0
10,1,11,18454,1991,5062,0
7,1,11,18454,1996,5062,0
7,1,11,18454,2001,5062,0
13,1,11,18454,2006,5062,0
10,1,11,18454,2011,5062,0
10,1,11,18454,2016,5062,0
16,1,11,18454,2021,5062,0
13,1,11,18454,2026,5062,0
13,1,11,18454,2031,5062,0
19,1,11,18454,2036,5062,0
16,1,11,18454,2041,5062,0
16,1,11,18454,2046,5062,0
22,1,11,18454,2051,5062,0
19,1,11,18454,2056,5062,0
19,1,11,18454,2061,5062,0
25,1,11,18454,2066,5062,0
22,1,11,18454,2071,5062,0
22,1,11,18454,2076,5062,0
28,1,11,18454,2081,5062,0
25,1,11,18454,2086,5062,0
25,1,11,18454,2091,5062,0
31,1,11,18454,2096,5062,0
28,1,11,18454,2101,5062,0
28,1,11,18454,2106,5062,0
34,1,11,18454,2111,5062,0
2,1,11,18454,2116,5062,0
31,1,11,18454,2121,5062,0
37,1,11,18454,2126,5062,0
5,1,11,18454,2131,5062,0
34,1,11,18454,2136,5062,0
40,1,11,18454,2141,5062,0
8,1,11,18454,2146,5062,0
37,1,11,18454,2151,5062,0
43,1,11,18454,2156,5062,0
11,1,11,18454,2161,5062,0
40,1,11,18454,2166,5062,0
46,1,11,18454,2171,5062,0
14,1,11,18454,2176,5062,0
43,1,11,18454,2181,5062,0
49,1,11,18454,2186,5062,0
17,1,11,18454,2191,5062,0
46,1,11,18454,2196,5062,0
52,1,11,18454,2201,5062,0
20,1,11,18454,2206,5062,0
49,1,11,18454,2211,5062,0
55,1,11,18454,2216,5062,0
23,1,11,18454,2221,5062,0
52,1,11,18454,2226,5062,0
58,1,11,18454,2231,5062,0
26,1,11,18454,2236,5062,0
55,1,11,18454,2241,5062,0
61,1,11,18454,2246,5062,0
29,1,11,18454,2251,5062,0
58,1,19,18454,2256,5062,0
4,1,19,18454,2261,5062,0
6,1,19,18454,2266,5062,0
8,1,19,18454,2271,5062,0
10,1,19,18454,2276,5062,0
12,1,19,18454,2281,5062,0
9,1,19,18454,2286,5062,0
11,1,19,18454,2291,5062,0
13,1,19,18454,2296,5062,0
15,1,19,18454,2301,5062,0
17,1,19,18454,2306,5062,0
19,1,19,18454,2311,5062,0
21,1,19,18454,2316,5062,0
23,1,19,18454,2321,5062,0
25,1,19,18454,2326,5062,0
3,1,19,18454,2331,5062,0
5,1,19,18454,2336,5062,0
7,1,19,18454,2341,5062,0
7,1,19,18454,2346,5062,0
9,1,19,18454,2351,5062,0
11,1,19,18454,2356,5062,0
13,1,19,18454,2361,5062,0
15,1,19,18454,2366,5062,0
17,1,19,18454,2371,5062,0
19,1,19,18454,2376,5062,0
21,1,19,18454,2381,5062,0
23,1,19,18454,2386,5062,0
25,1,19,18454,2391,5062,0
27,1,19,18454,2396,5062,0
2,1,19,18454,2401,5062,0
4,1,19,18454,2406,5062,0
6,1,19,18454,2411,5062,0
8,1,19,18454,2416,5062,0
10,1,19,18454,2421,5062,0
12,1,19,18454,2426,5062,0
14,1,19,18454,2431,5062,0
16,1,19,18454,2436,5062,0
18,1,19,18454,2441,5062,0
20,1,19,18454,2446,5062,0
22,1,19,18454,2451,5062,0
24,1,19,18454,2456,5062,0
26,1,19,18454,2461,5062,0
28,1,19,18454,2466,5062,0
30,1,19,18454,2471,5062,0
32,1,19,18454,2476,5062,0
34,1,19,18454,2481,5062,0
36,1,19,18454,2486,5062,0
38,1,19,18454,2491,5062,0
40,1,19,18454,2496,5062,0
42,1,19,18454,2501,5062,0
44,1,19,18454,2506,5062,0
46,1,19,18454,2511,5062,0
48,1,19,18454,2516,5062,0
50,1,19,18454,2521,5062,0
4,1,19,18454,2526,5062,0
6,1,19,18454,2531,5062,0
8,1,19,18454,2536,5062,0
10,1,19,18454,2541,5062,0
9,1,19,18454,2546,5062,0
11,1,19,18454,2551,5062,0
13,1,19,18454,2556,5062,0
4,1,19,18454,2561,5062,0
6,1,19,18454,2566,5062,0
8,1,19,18454,2571,5062,0
10,1,19,18454,2576,5062,0
12,1,19,18454,2581,5062,0
14,1,19,18454,2586,5062,0
6,1,19,18454,2591,5062,0
8,1,19,18454,2596,5062,0
10,1,19,18454,2601,5062,0
12,1,19,18454,2606,5062,0
14,1,19,18454,2611,5062,0
5,1,19,18454,2616,5062,0
7,1,19,18454,2621,5062,0
9,1,19,18454,2626,5062,0
11,1,19,18454,2631,5062,0
13,1,19,18454,2636,5062,0
4,1,19,18454,2641,5062,0
6,1,19,18454,2646,5062,0
8,1,19,18454,2651,5062,0
10,1,19,18454,2656,5062,0
12,1,19,18454,2661,5062,0
6,1,19,18454,2666,5062,0
8,1,19,18454,2671,5062,0
6,1,19,18454,2676,5062,0
3,1,19,18454,2681,5062,0
5,1,19,18454,2686,5062,0
7,1,19,18454,2691,5062,0
9,1,19,18454,2696,5062,0
11,1,19,18454,2701,5062,0
13,1,19,18454,2706,5062,0
6,1,19,18454,2711,5062,0
8,1,19,18454,2716,5062,0
10,1,19,18454,2721,5062,0
12,1,19,18454,2726,5062,0
14,1,19,18454,2731,5062,0
16,1,19,18454,2736,5062,0
18,1,19,18454,2741,5062,0
20,1,19,18454,2746,5062,0
22,1,19,18454,2751,5062,0
24,1,19,18454,2756,5062,0
26,1,19,18454,2761,5062,0
28,1,19,18454,2766,5062,0
30,1,19,18454,2771,5062,0
32,1,19,18454,2776,5062,0
34,1,19,18454,2781,5062,0
36,1,19,18454,2786,5062,0
1,1,19,18454,2791,5062,0
3,1,19,18454,2796,5062,0
5,1,19,18454,2801,5062,0
7,1,19,18454,2806,5062,0
9,1,19,18454,2811,5062,0
11,1,19,18454,2816,5062,0
13,1,19,18454,2821,5062,0
15,1,19,18454,2826,5062,0
17,1,19,18454,2831,5062,0
19,1,19,18454,2836,5062,0
21,1,19,18454,2841,5062,0
23,1,19,18454,2846,5062,0
25,1,19,18454,2851,5062,0
2,1,19,18454,2856,5062,0
4,1,19,18454,2861,5062,0
6,1,19,18454,2866,5062,0
8,1,19,18454,2871,5062,0
10,1,19,18454,2876,5062,0
12,1,19,18454,2881,5062,0
14,1,19,18454,2886,5062,0
16,1,19,18454,2891,5062,0
18,1,19,18454,2896,5062,0
20,1,19,18454,2901,5062,0
22,1,19,18454,2906,5062,0
24,1,19,18454,2911,5062,0
26,1,19,18454,2916,5062,0
28,1,19,18454,2921,5062,0
30,1,19,18454,2926,5062,0
32,1,19,18454,2931,5062,0
34,1,19,18454,2936,5062,0
1,1,19,18454,2941,5062,0
3,1,19,18454,2946,5062,0
5,1,19,18454,2951,5062,0
7,1,19,18454,2956,5062,0
9,1,19,18454,2961,5062,0
11,1,19,18454,2966,5062,0
13,1,19,18454,2971,5062,0
15,1,19,18454,2976,5062,0
17,1,19,18454,2981,5062,0
19,1,19,18454,2986,5062,0
21,1,19,18454,2991,5062,0
23,1,19,18454,2996,5062,0
25,1,19,18454,3001,5062,0
27,1,19,18454,3006,5062,0
29,1,19,18454,3011,5062,0
31,1,19,18454,3016,5062,0
33,1,19,18454,3021,5062,0
35,1,19,18454,3026,5062,0
37,1,19,18454,3031,5062,0
39,1,19,18454,3036,5062,0
41,1,19,18454,3041,5062,0
43,1,19,18454,3046,5062,0
45,1,19,18454,3051,5062,0
47,1,19,18454,3056,5062,0
49,1,19,18454,3061,5062,0
51,1,19,18454,3066,5062,0
53,1,19,18454,3071,5062,0
55,1,19,18454,3076,5062,0
57,1,19,18454,3081,5062,0
59,1,19,18454,3086,5062,0
1,1,19,18454,3091,5062,0
3,1,19,18454,3096,5062,0
6,1,19,18454,3101,5062,0
4,1,19,18454,3106,5062,0
6,1,19,18454,3111,5062,0
8,1,19,18454,3116,5062,0
10,1,19,18454,3121,5062,0
12,1,19,18454,3126,5062,0
14,1,19,18454,3131,5062,0
16,1,19,18454,3136,5062,0
18,1,19,18454,3141,5062,0
20,1,19,18454,3146,5062,0
22,1,19,18454,3151,5062,0
24,1,19,18454,3156,5062,0
26,1,19,18454,3161,5062,0
5,1,19,18454,3166,5062,0
7,1,19,18454,3171,5062,0
9,1,19,18454,3176,5062,0
11,1,19,18454,3181,5062,0
13,1,19,18454,3186,5062,0
15,1,19,18454,3191,5062,0
17,1,19,18454,3196,5062,0
6,1,19,18454,3201,5062,0
8,1,19,18454,3206,5062,0
10,1,19,18454,3211,5062,0
12,1,19,18454,3216,5062,0
14,1,19,18454,3221,5062,0
8,1,22,18454,3226,5062,0
7,1,22,18454,3231,5062,0
5,1,22,18454,3236,5062,0
7,1,22,18454,3241,5062,0
9,1,22,18454,3246,5062,0
11,1,22,18454,3251,5062,0
13,1,22,18454,3256,5062,0
8,1,22,18412,3476,5062,0
10,1,22,18411,3481,5062,0
12,1,22,18410,3486,5062,0
6,1,22,18378,3646,5062,0
13,1,22,18373,3671,5062,0
1,1,22,18372,3676,5062,0
1,1,22,18371,3681,5062,0
1,1,22,18370,3686,5062,0
1,1,22,18369,3691,5062,0
1,1,22,18368,3696,5062,0
1,1,22,18367,3701,5062,0
2,1,22,18366,3706,5062,0
5,1,22,18365,3711,5062,0
7,1,22,18364,3716,5062,0
58,1,22,18363,3721,5062,0
50,1,22,18362,3726,5062,0
42,1,22,18361,3731,5062,0
2,1,22,18360,3736,5062,0
-6,1,22,18359,3741,5062,0
4,1,22,18358,3746,5062,0
6,1,22,18357,3751,5062,0
1,1,22,18356,3756,5062,0
4,1,22,18355,3761,5062,0
6,1,22,18354,3766,5062,0
2,1,22,18353,3771,5062,0
2,1,22,18352,3776,5062,0
1,1,22,18351,3781,5062,0
6,1,22,18350,3786,5062,0
1,1,22,18349,3791,5062,0
7,1,22,18348,3796,5062,0
1,1,22,18347,3801,5062,0
5,1,22,18346,3806,5062,0
7,1,22,18345,3811,5062,0
3,1,22,18344,3816,5062,0
8,1,22,18343,3821,5062,0
1,1,22,18342,3826,5062,0
6,1,22,18341,3831,5062,0
3,1,22,18340,3836,5062,0
3,1,22,18339,3841,5062,0
6,1,22,18338,3846,5062,0
9,1,22,18337,3851,5062,0
12,1,22,18336,3856,5062,0
15,1,22,18335,3861,5062,0
18,1,22,18334,3866,5062,0
21,1,22,18333,3871,5062,0
2,1,22,18332,3876,5062,0
5,1,22,18331,3881,5062,0
8,1,22,18330,3886,5062,0
11,1,22,18329,3891,5062,0
14,1,22,18328,3896,5062,0
17,1,22,18327,3901,5062,0
20,1,22,18326,3906,5062,0
7,1,22,18325,3911,5062,0
10,1,22,18324,3916,5062,0
13,1,22,18323,3921,5062,0
16,1,22,18322,3926,5062,0
1,1,22,18321,3931,5062,0
2,1,22,18320,3936,5062,0
5,1,22,18319,3941,5062,0
8,1,22,18318,3946,5062,0
11,1,22,18317,3951,5062,0
14,1,22,18316,3956,5062,0
17,1,22,18315,3961,5062,0
20,1,22,18314,3966,5062,0
5,1,22,18313,3971,5062,0
8,1,22,18312,3976,5062,0
11,1,22,18311,3981,5062,0
14,1,22,18310,3986,5062,0
17,1,22,18309,3991,5062,0
20,1,22,18308,3996,5062,0
3,1,22,18307,4001,5062,0
6,1,22,18306,4006,5062,0
9,1,22,18305,4011,5062,0
12,1,22,18304,4016,5062,0
4,1,22,18303,4021,5062,0
6,1,22,18302,4026,5062,0
8,1,22,18301,4031,5062,0
3,1,22,18300,4036,5062,0
5,1,22,18299,4041,5062,0
7,1,22,18298,4046,5062,0
9,1,22,18297,4051,5062,0
11,1,22,18296,4056,5062,0
13,1,22,18295,4061,5062,0
15,1,22,18294,4066,5062,0
17,1,22,18293,4071,5062,0
3,1,22,18292,4076,5062,0
5,1,22,18291,4081,5062,0
7,1,22,18290,4086,5062,0
9,1,22,18289,4091,5062,0
11,1,22,18288,4096,5062,0
13,1,22,18287,4101,5062,0
15,1,22,18286,4106,5062,0
17,1,22,18285,4111,5062,0
19,1,22,18284,4116,5062,0
21,1,22,18283,4121,5062,0
23,1,22,18282,4126,5062,0
25,1,22,18281,4131,5062,0
27,1,22,18280,4136,5062,0
